date,startup_name,industry_vertical,subvertical,city_location,investors_name,investmentntype,amount_in_usd,year,month
2015-08-07,Lybrate,Healthcare Mobile App,Not Specified,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000.0,2015.0,8.0
2015-08-07,Zoomcar,Self-driven vehicle rental,Not Specified,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,11000000.0,2015.0,8.0
2015-09-07,\\xc2\\xa0News in shorts,\\xc2\\xa0News Aggregator mobile app,Not Specified,\\xc2\\xa0Noida,\\xc2\\xa0Tiger Global,Private Equity,,2015.0,9.0
2015-09-07,\\xc2\\xa0Bluestone,\\xc2\\xa0Online Jewellery Store,Not Specified,\\xc2\\xa0Bangalore,"\\xc2\\xa0IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,,2015.0,9.0
2015-09-07,\\xc2\\xa0Shopsity,\\xc2\\xa0Fashion Info Aggregator App,Not Specified,\\xc2\\xa0Gurgaon,"\\xc2\\xa0 Sandeep Aggarwal, Teruhide Sato",Seed Funding,,2015.0,9.0
2015-09-07,\\xc2\\xa0Notesgen,\\xc2\\xa0Online Study Notes Marketplace,Not Specified,\\xc2\\xa0New Delhi,"\\xc2\\xa0Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,,2015.0,9.0
2015-10-07,\\xc2\\xa0Footprints Education,\\xc2\\xa0Pre-School Chain,Not Specified,\\xc2\\xa0Gurgaon,"\\xc2\\xa0LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,,2015.0,10.0
2015-10-07,\\xc2\\xa0Loylty Rewards,\\xc2\\xa0Premium Loyalty Rewards Point Management,Not Specified,\\xc2\\xa0Mumbai,\\xc2\\xa0IndianIdeas.com,Private Equity,,2015.0,10.0
2015-01-06,Vyomo,Beauty and Wellness Platform,Not Specified,New Delhi,Aprameya Radhakrishna,Seed Funding,,2015.0,1.0
2015-01-06,Veeba Foods,Healthy Food Manufacturer,Not Specified,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,6000000.0,2015.0,1.0
2015-01-06,Truebil,Used Car Marketplace,Not Specified,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,500000.0,2015.0,1.0
2015-01-06,Meritnation,Online Learning Platform,Not Specified,New Delhi,InfoEdge,Private Equity,4000000.0,2015.0,1.0
2015-01-06,Eattreatonline,Healthy Food Online Community,Not Specified,New Delhi,Group of 15 Angel Investors,Seed Funding,350000.0,2015.0,1.0
2015-01-06,CredR,Used two-wheeler Marketplace,Not Specified,Mumbai,GrowthStory,Seed Funding,,2015.0,1.0
2015-01-06,Glamrs,Online Fashion Video Portal,Not Specified,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,1000000.0,2015.0,1.0
2015-01-06,Proviera,Probiotic Technology Products Manufacturer,Not Specified,Chennai,Infuse Ventures,Private Equity,550000.0,2015.0,1.0
2015-01-06,Arth DesignBuild,Architectural Design & Consulting,Not Specified,Hyderabad,Srinivas Tirupati,Seed Funding,500000.0,2015.0,1.0
2015-02-06,Saama,Big Data & Analytics Services,Not Specified,Pune / US,Carrick Capital Partners,Private Equity,35000000.0,2015.0,2.0
2015-02-06,AllIzHealth,Preventive Healthcare Services,Not Specified,Pune,Mumbai Angels & Other angel investors,Seed Funding,350000.0,2015.0,2.0
2015-02-06,Karma Healthcare,Tech-enabled Rural Healthcare Services,Not Specified,Udaipur,Ennovent Impact Investment Holding,Private Equity,,2015.0,2.0
2015-03-06,Entropy Innovations,Engineering Innovations,Not Specified,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,,2015.0,3.0
2015-03-06,Propstack,Real Estate Intelligence Platform,Not Specified,Mumbai,DMG Information,Private Equity,3000000.0,2015.0,3.0
2015-03-06,MyTaxiIndia,Online Car Rental Affiliates,Not Specified,New Delhi,Green House Ventures,Seed Funding,100000.0,2015.0,3.0
2015-03-06,Arkin Net,Data Center Software platform,Not Specified,Pune / US,Nexus Venture Partners,Private Equity,15000000.0,2015.0,3.0
2015-03-06,Little Black Book Delhi,Online City & Lifestyle Guide,Not Specified,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,150000.0,2015.0,3.0
2015-03-06,MyPoolin,P2P Payments platform,Not Specified,New Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra, Gautam Gandhi",Seed Funding,,2015.0,3.0
2015-03-06,iCustomadeit,Bespoke Merchandize Marketplace,Not Specified,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,250000.0,2015.0,3.0
2015-03-06,KAARYAH,Women Lifestyle Marketplace,Not Specified,Gurgaon,Ratan Tata,Seed Funding,,2015.0,3.0
2015-04-06,Ecom Express,Logistics Solution Provider,Not Specified,New Delhi,Warburg Pincus,Private Equity,137000000.0,2015.0,4.0
2015-04-06,Vidooly,Video Intelligence Platform,Not Specified,Noida,Bessemer Venture Partners,Private Equity,1000000.0,2015.0,4.0
2015-04-06,Zopper,Hyperlocal Shopping App,Not Specified,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,20000000.0,2015.0,4.0
2015-04-06,Flipkart,eCommerce platform,Not Specified,Bangalore,Morgan Stanley,Private Equity,50000000.0,2015.0,4.0
2015-05-06,kWatt Solutions,Renewable energy solutions,Not Specified,Mumbai,Undisclosed,Seed Funding,500000.0,2015.0,5.0
2015-05-06,Medwell Ventures,Healthcare\\nService provider,Not Specified,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,10000000.0,2015.0,5.0
2015-05-06,Jugnoo,Auto Rickshaw Based Services,Not Specified,Chandigarh,"Snow Leopard, Paytm",Private Equity,5000000.0,2015.0,5.0
2015-08-06,PosterGully,Artist / Designer Marketplace,Not Specified,New Delhi,"Natarajan Iyer,Rajesh Sawhney,\\xc2\\xa0 & other Angel investors.",Seed Funding,,2015.0,8.0
2015-08-06,Applied Solar Technologies,Off-grid Solar Power,Not Specified,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,40000000.0,2015.0,8.0
2015-09-06,Clovia,Private Label lingerie Ecommerce,Not Specified,New Delhi,IvyCap Ventures,Private Equity,5000000.0,2015.0,9.0
2015-09-06,Swiggy,Online Food Ordering,Not Specified,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,16500000.0,2015.0,9.0
2015-09-06,PayMango,Mobile Commerce Platform,Not Specified,Gurgaon,Group of Angel Investors,Seed Funding,234000.0,2015.0,9.0
2015-09-06,Printland,Online Printing Services,Not Specified,New Delhi,SIDBI Venture Capital Ltd,Private Equity,,2015.0,9.0
2015-09-06,Teritree,Digital Marketing Services,Not Specified,Bangalore,KCL,Seed Funding,140000.0,2015.0,9.0
2015-10-06,Guiddoo,Travel Guide Mobile App,Not Specified,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,,2015.0,10.0
2015-10-06,Voonik,Fashion Ecommerce store,Not Specified,Bangalore,"Sequoia Capital, Seedfund",Private Equity,5000000.0,2015.0,10.0
2015-11-06,AdStringO,Mobile Compression Software,Not Specified,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding,350000.0,2015.0,11.0
2015-11-06,Faircent.com,Peer to Peer Lending platform,Not Specified,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,250000.0,2015.0,11.0
2015-12-06,La Renon,Global Healthcare products,Not Specified,Ahmedabad,Sequoia Capital,Private Equity,16000000.0,2015.0,12.0
2015-01-05,Foodpanda,Online Food Delivery,Not Specified,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,100000000.0,2015.0,1.0
2015-01-05,Termsheet,Fund Raising Platform,Not Specified,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,100000.0,2015.0,1.0
2015-04-05,Applicate,Workforce Management Software,Not Specified,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,550000.0,2015.0,4.0
2015-04-05,World Art Community,Online Art Marketplace,Not Specified,Gurgaon,Viraj Tyagi & others,Seed Funding,200000.0,2015.0,4.0
2015-04-05,SpoonJoy,Online Food Delivery,Not Specified,Bangalore,SAIF Partners,Seed Funding,1000000.0,2015.0,4.0
2015-05-05,Seed Schools,Affordable Education,Not Specified,Hyderabad,Acumen Fund,Seed Funding,650000.0,2015.0,5.0
2015-05-05,Ignis Careers,Career Development,Not Specified,Hyderabad,Acumen Fund,Seed Funding,250000.0,2015.0,5.0
2015-05-05,Square Yards,Real Estate Advisory,Not Specified,Gurgaon,Undisclosed Investors,Private Equity,6000000.0,2015.0,5.0
2015-05-05,Fintellix,Banking Analytics Platform,Not Specified,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,15000000.0,2015.0,5.0
2015-05-05,Customer360,Customer Engagement Platform,Not Specified,Mumbai,Vishwas Patel,Seed Funding,,2015.0,5.0
2015-06-05,Delhivery,Ecommerce Logistics,Not Specified,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,85000000.0,2015.0,6.0
2015-06-05,Swiggy,Online Food Delivery,Not Specified,Bangalore,Norwest Venture Partners,Private Equity,15000000.0,2015.0,6.0
2015-07-05,Uniphore,Speech Recognition Solutions,Not Specified,Chennai,"IDG Ventures, Kris Gopalakrishnan",Private Equity,,2015.0,7.0
2015-07-05,Box8,Online Food Delivery,Not Specified,Mumbai,Mayfield Ventures,Private Equity,3500000.0,2015.0,7.0
2015-07-05,Toppr,Online Education Platform,Not Specified,Mumbai,"Fidelity Growth Partners India, SAIF Partners,\\xc2\\xa0 Helion Ventures",Private Equity,10000000.0,2015.0,7.0
2015-07-05,Vedantu,Online Education Platform,Not Specified,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,5000000.0,2015.0,7.0
2015-08-05,BuyHatke,Online Product Comparison,Not Specified,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding,1000000.0,2015.0,8.0
2015-08-05,KleverKid,Online Education Platform,Not Specified,New Delhi,Aarin Capital Partners,Seed Funding,,2015.0,8.0
2015-08-05,Uniken,Online Security Platform,Not Specified,Pune,Exfinity Ventures,Private Equity,2000000.0,2015.0,8.0
2015-08-05,GrandOpinion,Online Medical Diagnostic,Not Specified,New Delhi,Florida based Angel investor,Seed Funding,150000.0,2015.0,8.0
2015-08-05,HealthifyMe,Health & Fitness App,Not Specified,Bangalore,Micromax Informatics,Private Equity,,2015.0,8.0
2015-12-05,ZapStitch,Cloud Data Integration Platform,Not Specified,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,2000000.0,2015.0,12.0
2015-12-05,Wassup,Mobile Laundry Cleaning Service,Not Specified,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,2000000.0,2015.0,12.0
2015-12-05,WorkHorse,Service-On-Demand Mobile App,Not Specified,Mumbai,Undisclosed Investors,Seed Funding,,2015.0,12.0
2015-03-04,Swiggy,Online Food Delivery,Not Specified,Bangalore,"Accel Partners, SAIF Partners",Private Equity,2000000.0,2015.0,3.0
2015-04-04,Bluegape,Web Content Publishing,Not Specified,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,200000.0,2015.0,4.0
2015-04-04,KeepTrax,Location Based App,Not Specified,Dallas / Hyderabad,Undisclosed,Seed Funding,1000000.0,2015.0,4.0
2015-06-04,InstaLively,Video Streaming,Not Specified,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,120000.0,2015.0,6.0
2015-07-04,Pricejugaad,Price Comparison,Not Specified,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,165000.0,2015.0,7.0
2015-07-04,Quikr,Online Classifieds,Not Specified,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,150000000.0,2015.0,7.0
2015-07-04,PressPlay,Travel Entertainment,Not Specified,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,2200000.0,2015.0,7.0
2015-07-04,LogiNext,Logistics Tech,Not Specified,Mumbai,"Ajit Surana, Sanjay Mehta",Seed Funding,,2015.0,7.0
2015-08-04,FirstCry.com,eCommerce,Not Specified,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures",Private Equity,10000000.0,2015.0,8.0
2015-08-04,MobiKwik,Digital / Mobile Wallet,Not Specified,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,25000000.0,2015.0,8.0
2015-08-04,Olacabs,Cab Aggregator,Not Specified,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,400000000.0,2015.0,8.0
2015-09-04,Gadgetwood,Device Repair Svcs,Not Specified,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\nNitin Singhal & Others",Seed Funding,200000.0,2015.0,9.0
2015-09-04,Bonhomia,Premium Beverages,Not Specified,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,2000000.0,2015.0,9.0
2015-09-04,Changer Mints,Digital / Mobile Wallet,Not Specified,Kolkata,Hyderabad based investor,Seed Funding,165000.0,2015.0,9.0
2015-09-04,Urban Ladder,Online Furnishing\\neCommerce,Not Specified,Bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,50000000.0,2015.0,9.0
2015-09-04,Purple Squirrel,Ed-Tech,Not Specified,Mumbai,"Matrix Partners India, India Quotient",Private Equity,,2015.0,9.0
2015-10-04,Whatfix,Interactive\\xc2\\xa0 How-To Guides,Not Specified,Bangalore,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,900000.0,2015.0,10.0
2015-10-04,iMMi Life,Mobile Health Tech,Not Specified,Chennai,Unitus Seed Fund,Seed Funding,,2015.0,10.0
2015-11-04,Zomato,Restaurant Reviews,Not Specified,Gurgaon,Info Edge (India),Private Equity,25000000.0,2015.0,11.0
2015-02-03,TrulyMadly.com,Unknown,Not Specified,Unknown,"Helion Venture Partners, Kae Capital",Private Equity,5500000.0,2015.0,2.0
2015-02-03,InstaLively,Unknown,Not Specified,Unknown,Group of Angel Investors,Seed Funding,120000.0,2015.0,2.0
2015-03-03,Vserv,Unknown,Not Specified,Unknown,"Maverick Capital, IDG Ventures India",Private Equity,15000000.0,2015.0,3.0
2015-03-03,Intruo.com,Unknown,Not Specified,Unknown,"Ashutosh Lawania, Alok Goel & others",Seed Funding,,2015.0,3.0
2015-05-03,Niffler,Unknown,Not Specified,Unknown,SAIF Partners,Seed Funding,1000000.0,2015.0,5.0
2015-05-03,CustomFurnish.com,Unknown,Not Specified,Unknown,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & SIDBI",Private Equity,2500000.0,2015.0,5.0
2015-06-03,MapMyGenome,Unknown,Not Specified,Unknown,Rajan Anandan & other angel investors,Private Equity,1200000.0,2015.0,6.0
2015-09-03,Crowdfire (formerly Justunfollow),Unknown,Not Specified,Unknown,Kalaari Capital,Private Equity,2500000.0,2015.0,9.0
2015-09-03,Bite Club,Unknown,Not Specified,Unknown,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal",Seed Funding,500000.0,2015.0,9.0
2015-10-03,Localbanya,Unknown,Not Specified,Unknown,Shrem Strategies,Private Equity,,2015.0,10.0
2015-11-03,Appedo,Unknown,Not Specified,Unknown,Undisclosed Investors,Seed Funding,1000000.0,2015.0,11.0
2015-11-03,Fitraq.com,Unknown,Not Specified,Unknown,Tarun Arora,Seed Funding,150000.0,2015.0,11.0
2015-11-03,ChargeBee,Unknown,Not Specified,Unknown,"Tiger Global, Accel Partners",Private Equity,5000000.0,2015.0,11.0
2015-11-03,Groupon India,Unknown,Not Specified,Unknown,Sequoia Capital,Private Equity,20000000.0,2015.0,11.0
2015-12-03,Process 9,Unknown,Not Specified,Unknown,"IAN Ventures, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, Ajai Chowdhry",Seed Funding,,2015.0,12.0
2015-12-03,MoonFrog Labs,Unknown,Not Specified,Unknown,"Tiger Global, Sequoia Capital.",Private Equity,15000000.0,2015.0,12.0
2015-02-02,Faaya,Unknown,Not Specified,Unknown,Group of Angel Investors,Seed\\nFunding,16600.0,2015.0,2.0
2015-02-02,InstaBounce,Unknown,Not Specified,Unknown,Group of Angel Investors,Seed\\nFunding,16600.0,2015.0,2.0
2015-02-02,Chloroplast Foods,Unknown,Not Specified,Unknown,Group of Angel Investors,Seed\\nFunding,16600.0,2015.0,2.0
2015-02-02,Dealwithus,Unknown,Not Specified,Unknown,Group of Angel Investors,Seed\\nFunding,16600.0,2015.0,2.0
2015-02-02,CleverSharks,Unknown,Not Specified,Unknown,Group of Angel Investors,Seed\\nFunding,16600.0,2015.0,2.0
2015-02-02,Leaf,Unknown,Not Specified,Unknown,Group of Angel Investors,Seed\\nFunding,16600.0,2015.0,2.0
2015-02-02,SmartPocket,Unknown,Not Specified,Unknown,"Sol Primero, Rajiv Mehta",Seed\\nFunding,250000.0,2015.0,2.0
2015-02-02,Yumist,Unknown,Not Specified,Unknown,Orios Venture Partner,Private Equity,1000000.0,2015.0,2.0
2015-02-02,NowFloats,Unknown,Not Specified,Unknown,Omidyar Network,Private Equity,,2015.0,2.0
2015-02-02,FirstCry,Unknown,Not Specified,Unknown,Valiant Capital Partners,Private Equity,26000000.0,2015.0,2.0
2015-02-02,HolaChef,Unknown,Not Specified,Unknown,India Quotient,Seed\\nFunding,325000.0,2015.0,2.0
2015-03-02,Frsh.co.in,Unknown,Not Specified,Unknown,"India Quotient, Kae Capital",Seed\\nFunding,518000.0,2015.0,3.0
2015-03-02,Manthan,Unknown,Not Specified,Unknown,"Temasek, Norwest Venture Partners",Private Equity,60000000.0,2015.0,3.0
2015-05-02,Kobster.com,Unknown,Not Specified,Unknown,Splice Advisors,Seed\\nFunding,,2015.0,5.0
2015-05-02,Culture Machine,Unknown,Not Specified,Unknown,"Tiger Global, Times Internet, Zodius Capital",Private Equity,18000000.0,2015.0,5.0
2015-05-02,Paytm,Unknown,Not Specified,Unknown,Ant Financial Services (Alipay),Private Equity,,2015.0,5.0
2015-05-02,Aisle.co,Unknown,Not Specified,Unknown,"Anand Vijay, Shashank Mehrotra & Others",Seed\\nFunding,100000.0,2015.0,5.0
2015-06-02,FreeCharge,Unknown,Not Specified,Unknown,"Valiant Capital, Tybourne Capital, Sequoia Capital, RuNet and Sofina",Private Equity,80000000.0,2015.0,6.0
2015-06-02,NewsHunt,Unknown,Not Specified,Unknown,"Falcon Edge Capital, Matrix Partners India, Sequoia Capital India and Omidyar Network",Private Equity,40000000.0,2015.0,6.0
2015-09-02,MyNoticePeriod,Unknown,Not Specified,Unknown,IDG Ventures,Private Equity,3000000.0,2015.0,9.0
2015-09-02,CarDekho.com,Unknown,Not Specified,Unknown,Ratan Tata,Private Equity,,2015.0,9.0
2015-09-02,Faaso\\xe2\\x80\\x99s,Unknown,Not Specified,Unknown,Lightbox Ventures,Private Equity,20000000.0,2015.0,9.0
2015-10-02,CarTrade.com,Unknown,Not Specified,Unknown,Chip Perry,Private Equity,,2015.0,10.0
2015-10-02,StoreKing,Unknown,Not Specified,Unknown,Mangrove Capital Partners,Private Equity,,2015.0,10.0
2015-11-02,Capital Float,Unknown,Not Specified,Unknown,"SAIF Partners, Sequoia Capital, Aspada",Private Equity,13000000.0,2015.0,11.0
2015-11-02,Nimble Wireless,Unknown,Not Specified,Unknown,AngelPrime,Seed\\nFunding,3000000.0,2015.0,11.0
2015-11-02,Townscript,Unknown,Not Specified,Unknown,Group of Angel Investors,Seed\\nFunding,,2015.0,11.0
2015-11-02,FindYahan,Unknown,Not Specified,Unknown,"Karan Bajwa, Parvesh Bareja , Sunjay Kapur, Amanpreet Bajaj",Seed\\nFunding,,2015.0,11.0
2015-12-02,Stayzilla,Unknown,Not Specified,Unknown,"Nexus Venture Partners, Matrix Partners",Private Equity,20000000.0,2015.0,12.0
2015-12-02,Practo,Unknown,Not Specified,Unknown,"Sequoia Capital, Matrix Partners",Private Equity,30000000.0,2015.0,12.0
2015-02-01,LensKart,Unknown,Not Specified,Unknown,"TPG Growth, TR Capital, IDG Ventures",Private Equity,2150000.0,2015.0,2.0
2015-02-01,VioletStreet,Unknown,Not Specified,Unknown,"Venkat Vallabhneni, Sudhakar Reddy, Srinivasa Rao Paturi",Seed\\nFunding,315000.0,2015.0,2.0
2015-05-01,Lookup,Unknown,Not Specified,Unknown,"DeNA Co., Japan & Teruhide Sato (in Addition to MKS Switzerland & Kris GopalKrishnan)",Seed\\nFunding,380000.0,2015.0,5.0
2015-05-01,#Fame,Unknown,Not Specified,Unknown,TO THE NEW Ventures,Private Equity,10000000.0,2015.0,5.0
2015-05-01,Gympik,Unknown,Not Specified,Unknown,"Tom Clausen, Rohan Ajila, Haldyn Glass",Seed Funding,135000.0,2015.0,5.0
2015-06-01,Near.in,Unknown,Not Specified,Unknown,"Anupam Mittal, Manish Vij, Prashant Tandon, Gaurav Agarwal, Akash Agarwal, Himanshu Aggarwal, Kevin Parikh",Seed Funding,285000.0,2015.0,6.0
2015-06-01,Purplle.com,Unknown,Not Specified,Unknown,IvyCap Ventures,Private Equity,,2015.0,6.0
